Date,User,Message
2026-01-09 20:49:06,"Korea Rizwan","4 photos"
2026-01-09 20:55:29,"Ammad (Korea)","Video"
2026-01-09 20:57:07,"Ammad (Korea)","High speed on clockwise. Medium speed anti clockwise"
2026-01-09 20:58:13,"Ammad (Korea)","Video"
2026-01-09 20:58:25,"Ammad (Korea)","Full speed both direction. "
2026-01-09 20:59:01,"Ammad (Korea)","Video"
2026-01-09 20:59:27,"Ammad (Korea)","Slow speed anticlock wise. "
2026-01-09 20:59:31,"Shoaib","Can you also check pneumatic gripper?"
2026-01-09 21:00:04,"Ammad (Korea)","Video"
2026-01-09 21:00:59,"Ammad (Korea)","It has enough constant pressure with play.
And power can be directly adjected using the air pressure. "
2026-01-09 21:01:30,"Ammad (Korea)","Okay. Will check it tommorrow. "
2026-01-09 21:53:46,"Shoaib","@이명근 Please also join tomorrow. We need to design and print fingers for fairino robot to use on Monday."
2026-01-09 21:55:11,"Shoaib","Ammad and Muazam
Also prepare the camera bracket for fairino. Prepare camera cables too."
2026-01-09 21:58:14,"Shoaib","@Saidjalol can you make this group open or make others admin?

Also. Please add Muazzam."
2026-01-09 22:09:42,"Quy Ninh (닌쑤언꾸이)","Summary from Vision Side Today,
I implemented the code logic to automate the registration process for Model 6. Instead of requiring manual drawing similar to the EverintPCB, the system now automatically identifies and draws the screw hole and rubber hole locations. I tested and verified the new logic within the Robot Framework and confirmed that the vision system successfully sends the necessary MQTT information with help from Hieu, allowing UI team to continue implementation on Monday.Test runs were executed on multiple printer types.  Both rubber and hole detection showed consistent results confirming that the vision side is fully functional"
2026-01-09 22:31:58,"Shoaib","Sajjad
When can you update the model to return rubber offset values as discussed with Professor?"
2026-01-09 22:32:20,"Haider Shah","Sure"
2026-01-09 22:35:38,"Shoaib","I mean, when can you update it?"
2026-01-09 22:36:49,"Haider Shah","Tomorrow "
2026-01-09 22:37:52,"Shoaib","Okay."
2026-01-09 23:09:32,"Odil","Let’s first discuss this in the meeting tomorrow. He is already returning (x, y) coordinates of rubber food center point. We need to find the way how to utilize those points. The more details we rely on from the vision system, the higher the risk of errors due to minor misdetections."
2026-01-09 23:19:57,"Shoaib","Okay Dr @Odil "
2026-01-10 06:52:31,"Saidjalol","Kor Sir Saad New has been assigned as the admin."
2026-01-10 06:52:38,"Saidjalol","Shoaib has been assigned as the admin."
2026-01-10 09:44:30,"Shoaib","Shoaib invited Kor Muazzam."
2026-01-10 11:48:59,"Shoaib","Photo"
2026-01-10 11:49:10,"Shoaib","Photo"
2026-01-10 14:22:24,"Saidjalol","Saidjalol invited Samrah | 삼라."
2026-01-10 14:25:24,"Shoaib","Let's meet at 5PM for task update.

If you cannot meet, let me know. You can join by Zoom."
2026-01-10 14:51:39,"광협 KwangHyeop","For the new holes, how much are the size of the holes?"
2026-01-10 14:52:03,"광협 KwangHyeop","The table manufacturer sent me a message right now."
2026-01-10 16:02:42,"Kor Tugii","Photo"
2026-01-10 16:03:36,"Kor Tugii","@이명근 씨, 
Which design is latest design for connection part this jig? One on the left or on the right?"
2026-01-10 16:06:35,"이명근","On the left side, the items we are ordering this time will be made to fit the left side. "
2026-01-10 16:11:06,"Kor Tugii","Photo"
2026-01-10 16:11:22,"Kor Tugii","Could you print this part until Monday 2 pairs?"
2026-01-10 16:11:52,"Shoaib","Do we have this in metal ?
Or we only have the old design?"
2026-01-10 16:13:30,"광협 KwangHyeop","@Kor Muazzam Do you know the size of the screws for fixing the Fairino robots?
I have to notice the table company for making holes on Monday."
2026-01-10 16:14:14,"광협 KwangHyeop","Are they M6? or larger?"
2026-01-10 16:17:16,"이명근","Okay."
2026-01-10 16:17:36,"이명근","The metal one was ordered yesterday and is being reviewed. "
2026-01-10 16:17:55,"이명근","It seems like the review takes longer than I thought. "
2026-01-10 16:23:49,"Shoaib","Okay. So currently, we don't have the metal jig for pressing arm? I heard we received it one week ago."
2026-01-10 16:27:00,"Kor Muazzam","Photo"
2026-01-10 16:27:50,"이명근","Photo"
2026-01-10 16:28:15,"Kor Muazzam","Both are M5
Bigger has length:35mm
Shorter length::20mm "
2026-01-10 16:28:25,"광협 KwangHyeop","Thank you"
2026-01-10 16:28:46,"이명근","I only received this. We haven't heard that the changed arm or shoulder press parts have been ordered or tested, so there are currently no metal parts available. "
2026-01-10 16:29:17,"광협 KwangHyeop","@Kor Muazzam Do you need any holes for aligner pin on the table?"
2026-01-10 16:29:58,"Shoaib","@이명근 
If we don't have metal jig for pressing arm, please print as many spares as possible, after finishing the fairino gripper fingers. 
Please order the remaining metal parts as well. 

@Kor Hieu 
Since we will be using metal jig only on label printer screw robot, please keep spares with you."
2026-01-10 16:30:35,"Ammad (Korea)","Yes."
2026-01-10 16:31:18,"이명근","Understood, the remaining metal parts will be requested to be manufactured as soon as the review is complete. "
2026-01-10 16:31:26,"광협 KwangHyeop","Okay. Then please be sure to prepare to mark the locatiin for those holes."
2026-01-10 16:32:15,"Shoaib","I think this part cannot be used either since the design is changed. "
2026-01-10 16:32:17,"Shoaib","Photo"
2026-01-10 16:32:27,"Shoaib","Can you verify and order all the required parts in metal?"
2026-01-10 16:33:04,"Shoaib","Please consider this piece as well. "
2026-01-10 16:33:07,"Shoaib","Photo"
2026-01-10 16:34:58,"Shoaib","Photo"
2026-01-10 16:35:31,"Shoaib","Everyone, we will follow the morning and evening shifts in next week.

If anyone has a commitment or is unavailable, please let me know in advance. "
2026-01-10 16:36:02,"Shoaib","If you think you need to visit other than mentioned schedule, to do a better job, you can let me know. "
2026-01-10 16:36:32,"Shoaib","Those who want to stay there, please let me know. "
2026-01-10 16:36:55,"이명근","Yes, I will double-check the necessary accessories and place an order. "
2026-01-10 16:37:19,"Shoaib","Thank you."
2026-01-10 16:37:28,"이명근","The body part can be used, but only the shoulder part cannot be used. "
2026-01-10 16:38:03,"Shoaib","Okay. 
@Kor Hieu 
Replace whatever is possible. Remaining parts will be replaced once we receive in metal. "
2026-01-10 16:38:52,"Kor Hieu","Okay"
2026-01-10 16:48:34,"광협 KwangHyeop","3 photos"
2026-01-10 16:49:50,"광협 KwangHyeop","I asked 금아ENG(Table Manufacturer) to come on Monday and drill some holes for Fairino robot"
2026-01-10 16:50:31,"Shoaib","@광협 KwangHyeop 
Can they come in morning around 10AM?

Coming in evening will delay whole schedule "
2026-01-10 16:52:09,"광협 KwangHyeop","I can ask, but he said he have to check the schedule"
2026-01-10 16:53:20,"광협 KwangHyeop","And one more thing for drilling holes.
We have to make some space for drilling for him.
I think you guys will know about that."
2026-01-10 16:57:56,"Shoaib","Sure. We can make space on the table. 
But please ask them to visit in the morning.

We can mount Fairino robot and start working only after making the holes."
2026-01-10 16:58:10,"광협 KwangHyeop","Okay"
2026-01-10 16:58:47,"Shoaib","If coming in morning is not possible, then I'll change the whole visit schedule accordingly."
2026-01-10 17:37:56,"Professor | 김형원","Shoaib, please add TaeMi to this Kakao group."
2026-01-10 17:40:49,"Shoaib","Shoaib invited Taemi 박태미."
2026-01-10 17:41:04,"Shoaib","."
2026-01-10 18:01:13,"광협 KwangHyeop","@Shoaib, can you post the new schedule of Everint visit?"
2026-01-10 18:01:53,"Shoaib","Sure Kwanghyeop.
You will go instead of Taemi.

I will send updated schedule once we confirm the visit time of the company who will drill the holes."
2026-01-10 19:48:14,"Shoaib","Everyone 
Please send me an update on these tasks, if you have completed any."
2026-01-10 19:50:09,"Kor Muazzam","Ammad and I are currently working on them..."
2026-01-10 21:04:02,"Shoaib","Okay. I will be there soon to discuss."
2026-01-10 21:04:09,"Shoaib","Remaining members please send me your update."
2026-01-10 21:07:56,"Kor Tugii","- Prepared the washers for pressing arm

- Prepared the MQTT messaging function

- Making spare parts list"
2026-01-10 21:18:33,"Kor Hieu","1. Use Quy’s model to detect holes and rubber feet slot in registration process:
- Done sending detections to GUI. 
- But there was new requirement after the discussion between Quy and Jalol: first, still send image and empty svg, second, after annotating bbox of printer, 1 mqtt message will be sent to vision then Quy’s model will detect only inside that ROI. This needs time to change vision fw flow.
2. Rename product on GUI:
Already asked Jalol about name and key solution, he didn’t know about this, so he need to discuss with Samrah"
2026-01-10 21:26:09,"Tan","Completed the testbench features including Step 1, Step 2, and Step 3 for both screw detection and PCB detection, enabling testing across multiple products. A guidance email will be sent to the Vision team on sunday morning how to run the system after each pull request.
Pretrained model screw and hole detection 
Completed the image rotation task before sending data to the GUI. This will be tested on Monday."
2026-01-10 21:31:16,"Korea Rizwan","-> The rescanning using same reference point is added. 
-> Each time the rubber foot/ screw is added, for the next rubber foot/screw position is been estimated to recalculate the new center 
-> in case of rubber foot attached the rubber foot attachment verification is also added 
-> currently testing the algorithm with pseudo data 
-> need to test on Monday with real dataset "
2026-01-10 21:32:05,"Shoaib","Okay. Thank You.
Please let me know if you need my help."
2026-01-10 21:33:39,"Shoaib","Okay. Thank You Hieu.

Is task 1 urgent?
If not urgent, and it is only to help the workers, then I want you to focus on overall stability and cycle time first."
2026-01-10 21:35:03,"이명근","I have a question. If it's a platform that needs to be raised more than 30 centimeters, is it okay if it's a little durable? I'm worried about the robot shooting, but I'm trying to make the most of the profile in the lab. @Shoaib "
2026-01-10 21:53:08,"Shoaib","The robot will press it down slightly. As long as robot does not hit, it will be okay. "
2026-01-10 21:56:20,"이명근","Okay, then I have one more question. First, can I design it so that I can attach only one rubber foot pad for temporary use?"
2026-01-10 21:56:34,"Shoaib","Sure. "
2026-01-10 21:57:19,"Ammad (Korea)","There is print inside the 3d printer. Does it needs to removed ?"
2026-01-10 21:57:39,"Ammad (Korea)","Photo"
2026-01-10 21:57:50,"Shoaib","Okay Tan. Thank you.
Please send test bench code and detailed guide.
Vision team should use the test bench before making PRs starting from Sunday morning. 

On Tuesday, I need you to work with Hieu and make the test bench for/with him. 
Starting from Wednesday, vision team should verify using the test bench before making PRs for LP screw and rubber foot."
2026-01-10 21:58:24,"이명근","I'd like you to remove it. It's a little out of length, so I have to print it again and I'll print the gripper first."
2026-01-10 21:59:17,"Shoaib","Thank you Dr Rizwan.
If things go according to plan, we will be able to test the rescan logic on Monday evening/night."
2026-01-10 22:02:40,"이명근","@Ammad (Korea) Thank you for removing the 3D printing."
2026-01-10 22:14:09,"Shoaib","Photo"
2026-01-10 22:14:31,"Ammad (Korea)","I think shoaib did it. We came outside. "
2026-01-10 22:14:39,"Shoaib","Photo"
2026-01-10 22:15:08,"이명근","Whoever did it, thank you. "
2026-01-10 22:15:19,"Shoaib","No worries. I have placed it next to the printer. "
2026-01-10 22:35:18,"이명근","Shoaib, are you still in the lab? Can I ask you one more thing?"
2026-01-10 22:39:12,"이명근","When I tried to print option b, it seems that print 2 can cope with it because there are more filaments than I thought."
2026-01-10 22:39:49,"Shoaib","I am there. What do you want me to do?"
2026-01-10 22:41:07,"이명근","I will cancel the print that is currently being printed, so please remove it."
2026-01-10 22:41:44,"Shoaib","Okay. Also, can you print in white color, so it does not interfere with the printer color?"
2026-01-10 22:42:29,"이명근","Yes, sir, I'll do that right away."
2026-01-10 22:44:01,"이명근","thank you"
2026-01-10 22:48:47,"Shoaib","Thank you.
Should I remove the print?"
2026-01-10 22:53:01,"Shoaib","Photo"
2026-01-10 22:53:05,"Shoaib","Photo"
2026-01-10 22:53:05,"Shoaib","Both printers are empty now."
2026-01-10 22:54:41,"이명근","Thank you. That's all you have to do. But can you give me a black line in the print on the right side from where you are now?"
2026-01-10 22:55:27,"이명근","I'm worried about printing mistakes because of black lines."
2026-01-10 22:55:41,"이명근","Photo"
2026-01-10 22:57:27,"Shoaib","Photo"
2026-01-10 22:58:00,"Shoaib","Photo"
2026-01-10 22:58:21,"Shoaib","Both plates are empty.
Do you need me to do something else?"
2026-01-10 22:59:05,"이명근","No, nothing else, thank you for granting the request."
2026-01-10 22:59:21,"Shoaib","You are most welcome."
2026-01-10 23:03:07,"이명근","We are currently printing Gripper version 1 and version 2 designed in white color from Print 1 and Print 2 to today's meeting ground, and we will print version 3 after version 1 is printed."
2026-01-10 23:07:11,"Shoaib","Okay. What time these will be finished (version 3)?

Can we print pressing arm jig (spare) and robot suction cup spring (spare) until Monday 11AM ?"
2026-01-10 23:24:13,"이명근","Version 1 will be completed tomorrow at 3:50 a.m. Version 2 will be completed tomorrow at 10:20 a.m. Even if you turn version 1 as soon as it's empty, it will take about 9 hours and 30 minutes due to its height and thickness, and it will be finished around 1:00 p.m.
Pressing arm jigs and suction cup springs will be available as much as possible, but keep in mind that you may pass the time."
2026-01-10 23:24:51,"이명근","@Shoaib "
2026-01-11 00:17:52,"Odil","@Kor Hieu 
Currently, we do not have a fully reliable solution to automatically detect the printer body and exact its contour. Because of this, I strongly prefer that the worker manually defines the printer contour by selecting the four corner points during registration. Once these four corners are defined, all vision models (screw hole and rubber hole detection) can be executed only inside this confirmed printer region."
2026-01-11 00:18:32,"Odil","If we rely entirely on deep learning–based contour detection (for example, using a segmentation or contour extraction model), the result may not be accurate due to image noise, lighting variation, and low image quality. Even small contour errors can cause major downstream problems. For example, if the detected contour is loose and includes background or irrelevant areas, that contour may later be used as a template for printer body detection, which would significantly degrade template-matching accuracy and lead to unstable body localization."
2026-01-11 00:19:29,"Odil","Although we have trained a YOLO model, it sometimes produces loose bounding boxes, which is not acceptable for precise contour definition. We are also considering changing the ZIG color; if the color becomes stable and distinguishable, we may be able to use color slicing to estimate the contour position or at least the center of the printer body. In that case, the worker’s involvement could be reduced. However, even then, I still believe the worker should take minimum responsibility, at least by confirming or selecting the four corners of the printer."
2026-01-11 00:19:58,"Odil","The reason for this approach is not only technical accuracy but also responsibility ownership. If everything is fully automated and a small mistake occurs, all responsibility falls on the vision system and the AI model. By involving the worker in defining the printer contour during registration, part of the responsibility is shared and errors become traceable and explainable."
2026-01-11 00:20:30,"Odil","During daily operation—when we update reference images, contour information, and screw/rubber hole positions (once or twice per day)—the worker should also be asked to confirm the current detection results, including bounding box accuracy and ROI positions. This confirmation step adds an additional safety layer to ensure long-term system stability."
2026-01-11 00:20:31,"Ammad (Korea)","@Odil i ordered green wrap sheet if we cover side of holding jig with that.
Will be any help you guys ?"
2026-01-11 00:21:19,"Odil","@Kor Hieu and @Saidjalol 
If implementing this requires significant changes to the GUI or the registration logic, it is acceptable to schedule it for later. However, before handing over the complete system to the company, this functionality must be implemented. Defining and validating the printer contour is a critical component of the system and cannot be left incomplete."
2026-01-11 00:22:20,"Odil","I have already asked MyeongGun to consider some other colors while printing zig and ordering final model from maker "
2026-01-11 00:24:11,"Ammad (Korea)","Okay. As you wish. "
2026-01-11 00:27:25,"이명근","First, when printing jigs with 3D printing, they are printed in white. If you order metal, you may need it if there is no green color among the colors that can be coated. "
2026-01-11 11:38:39,"이명근","Photo"
2026-01-11 11:39:59,"이명근","프레싱암 제작검토가 나왔으나 이파츠부분이 제작이 어렵다고 하여 이 파츠만 3개로 나누어 다시 진행하려고 합니다 혹시 색상은 기존처럼 검은색으로 하면 될까요?"
2026-01-11 11:40:11,"이명근","Pressing arm production review came out, but this part is difficult to produce, so I will divide it into three parts and proceed again. Do you want the color to be black like before?"
2026-01-11 11:40:54,"이명근","Photo"
2026-01-11 11:41:22,"이명근","It is a color list that can be selected. Please refer to it when ordering grippers later."
2026-01-11 11:41:32,"Shoaib","Sure. Black color is okay for now.

But wouldn't dividing it into 3 parts will make it more fragile?"
2026-01-11 11:41:36,"Shoaib","Okay 👍 "
2026-01-11 11:50:40,"Odil","We are not planning to use pressing arm anymore, right?"
2026-01-11 11:51:33,"이명근","I'm not sure about that. I understand that the Ferrigno robot is only applied to new tables. "
2026-01-11 11:51:47,"Shoaib","For LP Screw robot, we will continue using pressing arm for upto 1 week.

We will install the Fairino robot for rubber foot robot. Once it is settled, then, we will replace pressing arm on screw robot."
2026-01-11 11:52:33,"Shoaib","@광협 KwangHyeop 
When the drilling company visits tomorrow, we need to get the holes drilled on both tables."
2026-01-11 11:53:43,"광협 KwangHyeop","I told them about that.
He will drill the holes where you guys marked on."
2026-01-11 12:00:59,"Shoaib","Okay. Did they confirm the visit schedule?"
2026-01-11 12:08:01,"광협 KwangHyeop","No. They didn't answer yet"
2026-01-11 12:09:41,"이명근","It may break, but unless you press it hard or throw it fast, it will not break and you will order three sets to fit two tables in case you need it."
2026-01-11 12:13:31,"Shoaib","You can prepare just  2 sets for pressing arm."
2026-01-11 12:14:15,"이명근","OKay"
2026-01-11 12:16:16,"이명근","Is anyone in the lab right now?"
2026-01-11 12:16:31,"Tan","Me and Hieu are in the Lab"
2026-01-11 12:17:19,"이명근","If it burns, can you remove the 3D print?"
2026-01-11 12:17:28,"Tan","Ok"
2026-01-11 12:17:44,"이명근","thank you"
2026-01-11 12:53:10,"Professor | 김형원","MyungGeun. Please send me the design of the gripper fingers for FR3 robot?"
2026-01-11 12:55:37,"이명근","2 photos"
2026-01-11 12:55:48,"이명근","Option A (initial design) "
2026-01-11 12:56:04,"이명근","2 photos"
2026-01-11 12:56:22,"이명근","Option B. "
2026-01-11 12:56:30,"이명근","2 photos"
2026-01-11 12:56:38,"이명근","Option C. "
2026-01-11 12:57:59,"이명근","Currently, options A and B have been printed, and option C is being prepared for printing. "
2026-01-11 17:07:23,"Kor Hieu","Dr Odil, me and Quy have done the logic, we need changes from GUI, if GUI team can make it, we can test tomorrow"
2026-01-11 17:31:37,"Tan","Hello Team i need to go home for korean class today, please contact me if you need my help"
2026-01-11 18:53:00,"Shoaib","Meeting Minutes
- Prepare cushion suport using profiles, joints, and install on top and bottom profiles next to conveyor.
- Prepare cushion and rubber for gripper fingers and attach them.
- Prepare rubber pad table using aluminum profile and attach 3D printed plate on top.
- Order the base part of gripper fingers in metal.
- Reprint (3D) fingers base with connector in the center.
- Prepare all the tools, nuts, bolts, screws, bonding agents and other required material for tomorrow.
- Order the gripper base (with 2 or 3 springs) in metal.
- Merge the robot movements for acheiving cycle time. "
2026-01-11 19:09:46,"이명근","I've started printing the part where the gripper finger part you mentioned is inserted, and it's estimated that it will be completed around 9 o'clock."
2026-01-11 19:26:22,"Shoaib","The members who want to stay overnight, please let me know in advance in the group. "
2026-01-11 19:36:59,"Shoaib","Photo"
2026-01-11 19:37:21,"Shoaib","This is the schedule. 
The schedule for Tuesday is tentative and I will update it based on progress made on Monday."
2026-01-11 21:24:28,"Shoaib","@이명근 
3D print will finish around 10:20PM?
@Kor Tugii  will be in lab. He can remove the prints for you at that time."
2026-01-11 21:25:24,"Shoaib","@광협 KwangHyeop 
@Kor Tugii will send you the 3D design in a while, for the new holes that we need tomorrow on the table top."
2026-01-11 21:25:51,"이명근","The best time for grippers that already output with option C is 10:50. Or should we just cancel it? If you cancel it, you can print the next print. If you just remove the canceled print... "
2026-01-11 21:25:54,"광협 KwangHyeop","Okay. That's good"
2026-01-11 21:32:24,"이명근","If you decide to use option B instead of option C, I would like to say that there is no problem with canceling it. "
2026-01-11 21:34:26,"이명근","However, I would like to mention that there may be insufficient filament in the current print to print spares for suction cup springs and pressing arm brackets for tomorrow. "
2026-01-11 21:36:32,"Shoaib","@Shoaib 
 @광협 KwangHyeop 
@Kor Hieu 
@Tan 
@Shams 
@Quy Ninh (닌쑤언꾸이) 

These people will visit Everint tomorrow. Please reach the lab by 7AM.

We will leave by Carnival. 
Two urgent tasks are
- Optimize Screw robot movements and meet cycle time. 
- Unmount all the hardware from rubber foot robot table.
- Get the holes drilled in the table top, so hardware can be installed quickly."
2026-01-11 21:38:45,"Shoaib","@Kor Tugii 
@Ammad (Korea) 
@Kor Muazzam 

These people will visit Everint tomorrow in evening.

Please use a taxi or a train to go to Everint. 
Urgent tasks
- Get all the hardware installed and running 
- Integrate Fairino robot and gripper with the framework
- Modify current positions and fine tune according to new hardware."
2026-01-11 21:39:46,"Shoaib","Let it complete.

You can finish all the 3D prints by 12PM and hand over to Tugi or Ammad."
2026-01-11 21:41:39,"이명근","Okay, I understand. "
2026-01-11 21:45:09,"이명근","Please remove the 3D print from @Kor Tugii  print 1. After the meeting, all the requested body parts have been printed. "
2026-01-11 21:47:13,"이명근","And can we print the additional spare parts in black as is? "
2026-01-11 21:47:38,"Shoaib","Sure."
2026-01-11 21:47:47,"이명근","@Shoaib "
2026-01-11 21:47:59,"이명근","Thank you for your response. "
2026-01-11 21:48:04,"Shoaib","You're welcome."
2026-01-11 21:54:55,"Kor Tugii","Photo"
2026-01-11 21:55:36,"Kor Tugii","The holes circled in red color is for RB robot. 
The holes circled in blue color is for Fairino FR3 robot."
2026-01-11 21:57:39,"Kor Tugii","Rest of the holes are already there. 

@광협 KwangHyeop 
Please refer to this drawing when you ask the table company for making the holes. If you have any confusion about this illustration or dimensions let me know."
2026-01-11 21:58:10,"광협 KwangHyeop","Is seems good. Thank you :)"
2026-01-11 21:59:29,"Kor Tugii","No worries :)"
2026-01-11 21:59:35,"이명근","Could you please check the amount of black filament remaining on Print 1? "
2026-01-11 22:00:49,"Kor Tugii","Photo"
2026-01-11 22:05:50,"이명근","Thank you. "
2026-01-11 22:48:57,"Ammad (Korea)","Photo"
2026-01-11 22:56:37,"Ammad (Korea)","@이명근 
For pcb assembly machine (gripper fingers)
I wanted you to design a test design like this with rotatable 2 joint. 
Please make and print test when you have time. 
I will add torsion spring(below image) to find correct force and angle for the fingers."
2026-01-11 22:57:04,"Ammad (Korea)","Photo"
2026-01-11 22:59:31,"이명근","I'll print out the urgent matters first and then try to design them in the morning. "
2026-01-11 23:00:19,"Ammad (Korea)","Yes. When you have extra time. This is not urgent task.
Thankyou. "
2026-01-11 23:00:25,"이명근","그리고  프린트 2에서 인쇄물좀 빼주실수 있을까요? @Kor Tugii "
2026-01-11 23:00:48,"Ammad (Korea)","We left the lab "
2026-01-11 23:01:31,"Shoaib","@Ammad (Korea) 
Please add it on asana. Add detailed description as well."
2026-01-11 23:02:59,"Ammad (Korea)","Sure. "
2026-01-11 23:21:51,"Shoaib","Do we have safety gloves in the factory for 4 or 5 people? Who will unmount and mount the equipment.
If not, please let me know. We will buy new gloves."
2026-01-11 23:22:16,"Kor Tugii","The factory can provide them"
2026-01-11 23:22:44,"Shoaib","Okay 

And we brought back the folding table from KET. Do we need it in Everint?"
2026-01-11 23:24:02,"Ammad (Korea)","Please, check on the left table at basement entrness."
2026-01-11 23:24:47,"Ammad (Korea)","I put some set of glove there. "
2026-01-11 23:25:52,"Shoaib","Thank you."
2026-01-12 06:50:45,"이명근","If someone has arrived at the lab now, could you remove the printer? "
2026-01-12 06:57:55,"광협 KwangHyeop","@이명근 프린트물 제거했습니다.
확인 부탁드립니다."
2026-01-12 07:01:49,"이명근","Thank you. I will immediately rotate the pressing arm bracket spare arms and shoulders. "
2026-01-12 07:02:51,"이명근","Photo"
2026-01-12 07:09:39,"Shoaib","Thank you @이명근 "
2026-01-12 07:25:56,"이명근","The arm takes 2 hours and 40 minutes and is printed before 10 o'clock, but the shoulder takes 7 hours and 20 minutes, so it will be completed around 2:20 PM at the earliest. "
2026-01-12 07:38:35,"Shoaib","Okay 👍 "
2026-01-12 08:51:53,"Ammad (Korea)","@Tan please check system. "
2026-01-12 09:05:07,"Kor Tugii"," @Shoaib @광협 KwangHyeop 

It seem like I didn’t take count of the rubber feet elevated table holes. Did we bring the prototype elevated table to factory?

@이명근 
Is the elevated rubber foot table finalized? "
2026-01-12 09:07:25,"이명근","If the height of the table you brought today was appropriate, we plan to print it so that the rubber foot fixing plate can be fixed on the profile as is. "
2026-01-12 09:07:45,"이명근","I remember it was higher than I thought, isn't that correct? "
2026-01-12 09:08:29,"Kor Tugii","Apart from height the length and width is finalized?"
2026-01-12 09:11:35,"이명근","The horizontal length has been finalized, but the vertical length needs to be increased a bit. Because it was done in a hurry, we have designed it so that only one rubber foot-fixed play frame can be installed. "
2026-01-12 09:36:03,"Kor Tugii","@광협 KwangHyeop  
What time the table company will come?"
2026-01-12 09:38:16,"Shoaib","They will come at 2PM. 
We will check the maximum time we can stay in factory and let you know what time you should reach here accordingly."
2026-01-12 10:04:59,"Shoaib","@Kor Tugii 
@Ammad (Korea) 
@Kor Muazzam 

Please leave from lab at 2:30PM for Everint.

Please complete remaining tasks in the lab before that, take the 3D prints and the come. 
- 3D print will complete by 2:20PM."
2026-01-12 10:07:22,"Shoaib","Photo"
2026-01-12 10:08:03,"이명근","Please extend the deadline for the table platform until tomorrow. We haven't even printed yet because urgent matters were being printed first. "
2026-01-12 10:09:16,"Shoaib","Do you mean the rubber pad table?
Is it not possible to have first version / temporary version to be made from aluminum profiles and install today?
"
2026-01-12 10:09:21,"Shoaib","I will also extend the deadline. "
2026-01-12 10:10:13,"Shoaib","Photo"
2026-01-12 10:11:21,"이명근","Yes, we need an extension of the deadline. You can just take the frame and use it, but if that happens, you'll have to temporarily apply tape when fixing the rubber foot fixing plate. "
2026-01-12 10:12:01,"Shoaib","I mean this part for the task

""Order the gripper base (with 2 or 3 springs) in metal."""
2026-01-12 10:12:18,"이명근","Yes, I confirmed it. "
2026-01-12 10:13:31,"Shoaib","Photo"
2026-01-12 10:17:18,"Shoaib","This is for the task
""Order the base part of gripper fingers in metal."""
2026-01-12 11:14:55,"광협 KwangHyeop","@Kor Tugii Did you finalized the location of holes for elevated rubber foot table?
Or do you need any information from herefor that?"
2026-01-12 11:17:39,"Kor Tugii","Did you bring the prototype? "
2026-01-12 11:18:11,"Kor Tugii","Please ask @이명근 "
2026-01-12 11:21:34,"광협 KwangHyeop","Actually, we didn't bring the table to here.
It was not ready, since the upper plate is on printing."
2026-01-12 11:21:49,"이명근","What prototype are you talking about? "
2026-01-12 11:26:16,"Ammad (Korea)","@이명근 
I discussef with shoaib.
We need to make gripper fimger in metal from local workshop. 
I need your help in asking them to explain the design. "
2026-01-12 11:26:26,"Kor Tugii","The prototype elevated table that you were making with aluminum bracket"
2026-01-12 11:31:40,"Ammad (Korea)","Photo"
2026-01-12 11:32:07,"Ammad (Korea)","@이명근 
Are you currently going to this location(hardware shop) ?"
2026-01-12 11:33:12,"이명근","I go to a hardware store near Chungdae, so if I go to the place in the picture, I need to take prenatal care. "
2026-01-12 11:33:28,"이명근","I need to take a taxi. "
2026-01-12 11:34:09,"광협 KwangHyeop","That is in our lab now.
Since the upper plate is on printing.
But I suggest you guys will know the dimensions of that table since the size of upper plate is fixed."
2026-01-12 11:35:56,"광협 KwangHyeop","So @Kor Tugii, if you are available, can you please mark some holes for fixing that table?
Only one location for that table is okay(4 holes for fixing I think)."
2026-01-12 11:45:37,"광협 KwangHyeop","And @Kor Tugiione more thing, about the locations for the robots.
Can you please discuss with other guys about 1 or 2 exact locations for the each robot?

When I shared the number of holes to the guys coming here around 2pm, he said it will be better to make the new plate, since there is more than 40 holes he should drill today.
It will make him refuse the request for drilling or charge huge cost about this."
2026-01-12 11:48:10,"광협 KwangHyeop","But if you guys really need that much holes for testing,
I will discuss with professor about making new plates for our new equipments."
2026-01-12 11:48:27,"Kor Tugii","Okay I will try to send the locations by 1 PM"
2026-01-12 11:48:51,"광협 KwangHyeop","Okay. Thank you for your help :)"
2026-01-12 12:26:12,"Tan","Photo"
2026-01-12 13:02:56,"Tan","Photo"
2026-01-12 13:03:04,"Tan","Ready clean and cover "
2026-01-12 13:31:58,"광협 KwangHyeop","Photo"
2026-01-12 13:32:24,"Kor Tugii","Photo"
2026-01-12 13:32:49,"Kor Tugii","How about this?"
2026-01-12 13:34:14,"Kor Tugii","Note:
Red color holes are M8
Blue color holes are M6"
2026-01-12 13:35:57,"광협 KwangHyeop","Photo"
2026-01-12 13:36:53,"광협 KwangHyeop","@Kor Tugii Can I shift that red part to the left?
There is a bolt on the hole location."
2026-01-12 13:37:31,"광협 KwangHyeop","Rest of the holes are fine"
2026-01-12 13:44:32,"Kor Tugii","Photo"
2026-01-12 13:44:40,"Kor Tugii","How about we make holes like this??"
2026-01-12 13:45:51,"광협 KwangHyeop","That is okay. There's no obstacles on those areas."
